file	line	old_cerr	new_name	new_num	classification	wording_change
src/ast/ast_infer_type.cpp	1059	cant_dereference	cant_dereference	30921	primary	
src/ast/ast_infer_type.cpp	1062	cant_dereference	cant_dereference	30921	primary	
src/ast/ast_infer_type.cpp	1078	cant_dereference	cant_take_pointer	30948	primary	
src/ast/ast_infer_type.cpp	1099	unsafe	unsafe_address	31000	primary	
src/ast/ast_infer_type.cpp	1153	type_not_found	not_resolved_yet_null_coalescing_type	31324	follow_on	
src/ast/ast_infer_type.cpp	1159	cant_dereference	cant_dereference	30921	primary	
src/ast/ast_infer_type.cpp	1162	cant_dereference	cant_dereference	30921	primary	
src/ast/ast_infer_type.cpp	1165	cant_dereference	invalid_null_coalescing_type	30215	recategorize	recategorize: cant_dereference - actually type-mismatch; should be invalid_null_coalescing_type
src/ast/ast_infer_type.cpp	1168	cant_dereference	invalid_null_coalescing_type	30215	recategorize	recategorize: cant_dereference - actually type-mismatch
src/ast/ast_infer_type.cpp	1192	invalid_argument_count	invalid_static_assert_argument_count	30226	primary	
src/ast/ast_infer_type.cpp	1199	type_not_found	not_resolved_yet_argument_type	31300	follow_on	
src/ast/ast_infer_type.cpp	1204	invalid_argument_type	invalid_static_assert_condition_type	30228	primary	
src/ast/ast_infer_type.cpp	1207	invalid_argument_type	invalid_static_assert_comment_type	30227	primary	
src/ast/ast_infer_type.cpp	1233	concept_failed	concept_failed	31400	mid_inference	
src/ast/ast_infer_type.cpp	1239	static_assert_failed	static_assert_failed	31403	mid_inference	
src/ast/ast_infer_type.cpp	1260	invalid_argument_count	invalid_assert_argument_count	30116	primary	
src/ast/ast_infer_type.cpp	1267	type_not_found	not_resolved_yet_argument_type	31300	follow_on	
src/ast/ast_infer_type.cpp	1272	invalid_argument_type	invalid_assert_condition_type	30118	primary	
src/ast/ast_infer_type.cpp	1275	invalid_argument_type	invalid_assert_comment_type	30117	primary	
src/ast/ast_infer_type.cpp	1283	invalid_argument_count	invalid_quote_argument_count	30219	primary	
src/ast/ast_infer_type.cpp	1306	invalid_argument_count	invalid_debug_argument_count	30141	primary	
src/ast/ast_infer_type.cpp	1312	invalid_argument_type	invalid_debug_comment_type	30142	primary	
src/ast/ast_infer_type.cpp	1325	invalid_argument_count	invalid_memzero_argument_count	30208	primary	
src/ast/ast_infer_type.cpp	1332	invalid_argument_type	invalid_memzero_argument_type	30209	primary	
src/ast/ast_infer_type.cpp	1335	invalid_argument_type	invalid_memzero_argument	30207	primary	
src/ast/ast_infer_type.cpp	1357	function_not_found	ambiguous_call_macro	30602	primary	
src/ast/ast_infer_type.cpp	1433	function_not_found	ambiguous_super_call	30610	mid_inference	
src/ast/ast_infer_type.cpp	1440	function_not_found	lookup_super_method	30830	primary	
src/ast/ast_infer_type.cpp	1444	function_not_found	invalid_super_call	30245	primary	
src/ast/ast_infer_type.cpp	1450	function_not_found	not_resolved_yet_method_call	31322	follow_on	
src/ast/ast_infer_type.cpp	1580	invalid_argument_count	recursion_function_argument	31103	primary	
src/ast/ast_infer_type.cpp	1601	invalid_argument_count	not_resolved_yet_function	31313	follow_on	
src/ast/ast_infer_type.cpp	1605	invalid_argument_count	invalid_invoke_argument_type	30187	primary	
src/ast/ast_infer_type.cpp	1617	invalid_argument_count	invalid_invoke_target_type	30189	primary	
src/ast/ast_infer_type.cpp	1620	invalid_argument_count	invalid_invoke_target_type	30189	wording_fix	duplicate error call - line 1617 already emitted same error; remove duplicate
src/ast/ast_infer_type.cpp	1624	invalid_argument_count	lookup_method	30822	primary	
src/ast/ast_infer_type.cpp	1628	invalid_argument_count	invalid_invoke_method_syntax	30188	primary	
src/ast/ast_infer_type.cpp	1632	invalid_argument_count	not_resolved_yet_class_type	31307	follow_on	
src/ast/ast_infer_type.cpp	1636	invalid_argument_count	invalid_invoke_method_syntax	30188	primary	
src/ast/ast_infer_type.cpp	1640	invalid_argument_count	invalid_invoke_argument_count	30186	primary	
src/ast/ast_infer_type.cpp	1659	invalid_argument_count	invalid_invoke_argument_count	30186	primary	
src/ast/ast_infer_type.cpp	1667	invalid_argument_type	not_resolved_yet_invoke_argument_type	31317	follow_on	
src/ast/ast_infer_type.cpp	1672	invalid_argument_type	not_resolved_yet_invoke_argument_type	31317	follow_on	
src/ast/ast_infer_type.cpp	1687	invalid_argument_type	invalid_invoke_target_type	30189	primary	
src/ast/ast_infer_type.cpp	1692	invalid_argument_count	invalid_invoke_argument_count	30186	primary	
src/ast/ast_infer_type.cpp	1702	invalid_argument_type	not_resolved_yet_invoke_argument_type	31317	follow_on	
src/ast/ast_infer_type.cpp	1709	invalid_argument_type	invalid_invoke_argument_type	30187	primary	
src/ast/ast_infer_type.cpp	1752	invalid_argument_count	invalid_insert_argument_count	30185	primary	
src/ast/ast_infer_type.cpp	1761	type_not_found	not_resolved_yet_argument_type	31300	follow_on	
src/ast/ast_infer_type.cpp	1767	invalid_argument_type	invalid_table_key_type	30252	primary	
src/ast/ast_infer_type.cpp	1771	invalid_argument_type	invalid_table_argument_type	30249	primary	
src/ast/ast_infer_type.cpp	1784	invalid_argument_count	invalid_erase_argument_count	30150	primary	
src/ast/ast_infer_type.cpp	1793	type_not_found	not_resolved_yet_argument_type	31300	follow_on	
src/ast/ast_infer_type.cpp	1799	invalid_argument_type	invalid_table_key_type	30252	primary	
src/ast/ast_infer_type.cpp	1803	invalid_argument_type	invalid_table_argument_type	30249	primary	
src/ast/ast_infer_type.cpp	1816	invalid_argument_count	invalid_find_argument_count	30156	primary	
src/ast/ast_infer_type.cpp	1825	type_not_found	not_resolved_yet_argument_type	31300	follow_on	
src/ast/ast_infer_type.cpp	1831	invalid_argument_type	invalid_table_key_type	30252	primary	
src/ast/ast_infer_type.cpp	1836	invalid_argument_type	invalid_table_argument_type	30249	primary	
src/ast/ast_infer_type.cpp	1850	invalid_argument_count	invalid_key_exists_argument_count	30193	primary	
src/ast/ast_infer_type.cpp	1859	type_not_found	not_resolved_yet_argument_type	31300	follow_on	
src/ast/ast_infer_type.cpp	1865	invalid_argument_type	invalid_table_key_type	30252	primary	
src/ast/ast_infer_type.cpp	1869	invalid_argument_type	invalid_table_argument_type	30249	primary	
src/ast/ast_infer_type.cpp	1884	type_not_found	not_resolved_yet_is_expression_type	31318	follow_on	
src/ast/ast_infer_type.cpp	1896	type_not_found	not_resolved_yet_is_expression_type	31318	follow_on	
src/ast/ast_infer_type.cpp	1907	type_not_found	lookup_is_expression_type	30818	primary	
src/ast/ast_infer_type.cpp	1913	typeinfo_auto	invalid_is_expression	30191	primary	
src/ast/ast_infer_type.cpp	1918	type_not_found	not_resolved_yet_is_expression_type	31318	follow_on	
src/ast/ast_infer_type.cpp	1942	type_not_found	lookup_type	30832	primary	
src/ast/ast_infer_type.cpp	1948	type_not_found	not_resolved_yet_type	31330	follow_on	
src/ast/ast_infer_type.cpp	1976	type_not_found	not_resolved_yet_typeinfo	31332	follow_on	
src/ast/ast_infer_type.cpp	1989	type_not_found	lookup_typeinfo_type	30837	primary	
src/ast/ast_infer_type.cpp	1995	typeinfo_auto	invalid_typeinfo	30265	primary	
src/ast/ast_infer_type.cpp	2000	type_not_found	not_resolved_yet_typeinfo	31332	follow_on	
src/ast/ast_infer_type.cpp	2011	invalid_type	not_resolved_yet_typeinfo_sizeof	31336	follow_on	
src/ast/ast_infer_type.cpp	2016	invalid_type	exceeds_typeinfo_sizeof	30514	primary	
src/ast/ast_infer_type.cpp	2026	invalid_type	not_resolved_yet_typeinfo_alignof	31333	follow_on	
src/ast/ast_infer_type.cpp	2037	type_not_found	not_resolved_yet_typeinfo_dim	31334	follow_on	
src/ast/ast_infer_type.cpp	2045	typeinfo_dim	invalid_typeinfo_dim	30268	primary	
src/ast/ast_infer_type.cpp	2050	type_not_found	invalid_typeinfo_dim_table_type	30270	recategorize	recategorize: type_not_found - actually wrong-type fault
src/ast/ast_infer_type.cpp	2055	type_not_found	invalid_typeinfo_dim_table_type	30270	recategorize	recategorize: type_not_found - actually wrong-type fault
src/ast/ast_infer_type.cpp	2060	type_not_found	not_resolved_yet_typeinfo_dim_table	31335	follow_on	
src/ast/ast_infer_type.cpp	2068	typeinfo_dim	invalid_typeinfo_dim_table	30269	primary	
src/ast/ast_infer_type.cpp	2078	invalid_type	invalid_typeinfo_variant_index_type	30281	primary	
src/ast/ast_infer_type.cpp	2090	typeinfo_undefined	lookup_variant_field	30839	primary	
src/ast/ast_infer_type.cpp	2096	typeinfo_undefined	missing_typeinfo_subexpression	30321	primary	
src/ast/ast_infer_type.cpp	2102	typeinfo_undefined	lookup_function_mangled_name	30813	primary	
src/ast/ast_infer_type.cpp	2109	typeinfo_undefined	invalid_typeinfo_mangled_subexpression	30273	primary	
src/ast/ast_infer_type.cpp	2115	typeinfo_undefined	missing_typeinfo_subexpression	30321	primary	
src/ast/ast_infer_type.cpp	2153	typeinfo_undefined	invalid_typeinfo_struct_name	30280	primary	
src/ast/ast_infer_type.cpp	2162	typeinfo_undefined	invalid_typeinfo_struct_modulename	30279	primary	
src/ast/ast_infer_type.cpp	2332	typeinfo_undefined	invalid_typeinfo_has_field_type	30272	primary	
src/ast/ast_infer_type.cpp	2346	typeinfo_undefined	invalid_typeinfo_struct_has_annotation_type	30278	primary	
src/ast/ast_infer_type.cpp	2358	typeinfo_undefined	lookup_typeinfo_annotation	30833	primary	
src/ast/ast_infer_type.cpp	2371	typeinfo_undefined	invalid_typeinfo_struct_has_annotation_argument_type	30277	primary	
src/ast/ast_infer_type.cpp	2381	typeinfo_undefined	lookup_typeinfo_annotation	30833	primary	
src/ast/ast_infer_type.cpp	2387	typeinfo_undefined	lookup_typeinfo_annotation_argument	30834	primary	
src/ast/ast_infer_type.cpp	2403	typeinfo_undefined	invalid_typeinfo_annotation_argument_type	30267	primary	
src/ast/ast_infer_type.cpp	2409	typeinfo_undefined	invalid_typeinfo_struct_get_annotation_argument_type	30276	primary	
src/ast/ast_infer_type.cpp	2420	typeinfo_undefined	lookup_typeinfo_offsetof_type	30836	primary	
src/ast/ast_infer_type.cpp	2424	typeinfo_undefined	invalid_typeinfo_offsetof_type	30275	primary	
src/ast/ast_infer_type.cpp	2429	typeinfo_undefined	missing_typeinfo_subexpression	30321	primary	
src/ast/ast_infer_type.cpp	2438	typeinfo_undefined	invalid_typeinfo_function	30271	primary	
src/ast/ast_infer_type.cpp	2445	typeinfo_undefined	invalid_typeinfo_mangled_subexpression	30273	primary	
src/ast/ast_infer_type.cpp	2451	typeinfo_undefined	missing_typeinfo_subexpression	30321	primary	
src/ast/ast_infer_type.cpp	2460	typeinfo_undefined	invalid_typeinfo_module_subexpression	30274	primary	
src/ast/ast_infer_type.cpp	2469	typeinfo_undefined	invalid_typeinfo_annotation	30266	primary	
src/ast/ast_infer_type.cpp	2478	typeinfo_undefined	ambiguous_typeinfo_macro	30614	primary	
src/ast/ast_infer_type.cpp	2481	typeinfo_undefined	lookup_typeinfo_macro	30835	primary	
src/ast/ast_infer_type.cpp	2491	typeinfo_macro_error	runtime_typeinfo_macro	31211	primary	
src/ast/ast_infer_type.cpp	2502	typeinfo_macro_error	runtime_typeinfo_macro	31211	primary	
src/ast/ast_infer_type.cpp	2505	typeinfo_macro_error	internal_typeinfo_macro	50639	internal	
src/ast/ast_infer_type.cpp	2527	bad_delete	cant_delete_super	30920	primary	
src/ast/ast_infer_type.cpp	2533	bad_delete	invalid_delete_super_self_type	30144	primary	
src/ast/ast_infer_type.cpp	2540	bad_delete	lookup_super_class	30827	primary	
src/ast/ast_infer_type.cpp	2576	bad_delete	lookup_super_finalizer	30829	primary	
src/ast/ast_infer_type.cpp	2607	type_not_found	not_resolved_yet_delete_size_type	31309	follow_on	
src/ast/ast_infer_type.cpp	2612	bad_delete	invalid_delete_size_type	30143	primary	
src/ast/ast_infer_type.cpp	2618	unsafe	unsafe_delete	31009	primary	
src/ast/ast_infer_type.cpp	2624	bad_delete	cant_delete	30917	primary	
src/ast/ast_infer_type.cpp	2627	bad_delete	cant_delete	30917	primary	
src/ast/ast_infer_type.cpp	2630	bad_delete	cant_delete	30917	primary	
src/ast/ast_infer_type.cpp	2634	unsafe	unsafe_delete_pointer	31010	primary	
src/ast/ast_infer_type.cpp	2638	bad_delete	cant_delete_smart_pointer	30919	primary	
src/ast/ast_infer_type.cpp	2655	function_already_declared	ambiguous_finalizer	30606	mid_inference	
src/ast/ast_infer_type.cpp	2739	type_not_found	lookup_cast_type	30805	primary	
src/ast/ast_infer_type.cpp	2745	type_not_found	lookup_cast_type	30805	primary	
src/ast/ast_infer_type.cpp	2770	unsafe	unsafe_cast	31004	primary	
src/ast/ast_infer_type.cpp	2777	type_not_found	invalid_cast_type	30133	recategorize	recategorize: type_not_found - actually a cast-mismatch
src/ast/ast_infer_type.cpp	2794	invalid_new_type	cant_ascend	30909	primary	
src/ast/ast_infer_type.cpp	2799	invalid_new_type	invalid_ascend_array_handle_type	30114	primary	
src/ast/ast_infer_type.cpp	2803	invalid_new_type	invalid_ascend_handle_type	30115	primary	
src/ast/ast_infer_type.cpp	2823	too_many_arguments	exceeds_new_argument	30509	primary	
src/ast/ast_infer_type.cpp	2833	invalid_argument_type	invalid_function_argument_type_block	30162	primary	
src/ast/ast_infer_type.cpp	2852	type_not_found	not_resolved_yet_new_type	31323	follow_on	
src/ast/ast_infer_type.cpp	2868	type_not_found	lookup_new_type	30823	primary	
src/ast/ast_infer_type.cpp	2876	invalid_new_type	invalid_new_type	30214	primary	
src/ast/ast_infer_type.cpp	2880	invalid_new_type	invalid_new_class_syntax	30211	primary	
src/ast/ast_infer_type.cpp	2897	invalid_new_type	invalid_new_type	30214	primary	
src/ast/ast_infer_type.cpp	2902	invalid_new_type	invalid_new_type	30214	primary	
src/ast/ast_infer_type.cpp	2913	invalid_new_type	invalid_new_type	30214	primary	
src/ast/ast_infer_type.cpp	2923	invalid_new_type	invalid_new_type	30214	primary	
src/ast/ast_infer_type.cpp	2927	invalid_new_type	invalid_new_initializer_type	30213	primary	
src/ast/ast_infer_type.cpp	2943	invalid_new_type	invalid_new_initializer_result_type	30212	primary	
src/ast/ast_infer_type.cpp	2956	invalid_new_type	missing_new_default_initializer	30318	primary	
src/ast/ast_infer_type.cpp	2992	type_not_found	not_resolved_yet_index_type	31316	follow_on	
src/ast/ast_infer_type.cpp	2998	invalid_index_type	invalid_table_index_type	30251	primary	
src/ast/ast_infer_type.cpp	3003	invalid_table_type	cant_index_table	30934	recategorize	recategorize: invalid_table_type - cant operation; should be cant_index_const_table
src/ast/ast_infer_type.cpp	3008	invalid_index_type	cant_index_key	30932	primary	
src/ast/ast_infer_type.cpp	3013	invalid_index_type	cant_index_table	30934	primary	
src/ast/ast_infer_type.cpp	3018	unsafe	unsafe_table_index	31033	primary	
src/ast/ast_infer_type.cpp	3026	invalid_index_type	invalid_handle_index_type	30181	primary	
src/ast/ast_infer_type.cpp	3034	unsafe	unsafe_pointer_index	31023	primary	
src/ast/ast_infer_type.cpp	3038	invalid_index_type	invalid_index_type	30184	primary	
src/ast/ast_infer_type.cpp	3042	invalid_index_type	cant_index_pointer	30933	primary	
src/ast/ast_infer_type.cpp	3061	invalid_index_type	invalid_index_type	30184	primary	
src/ast/ast_infer_type.cpp	3073	cant_index	cant_index	30931	primary	
src/ast/ast_infer_type.cpp	3077	cant_index	not_resolved_yet_array_dimension	31301	follow_on	
src/ast/ast_infer_type.cpp	3108	type_not_found	not_resolved_yet_index_type	31316	follow_on	
src/ast/ast_infer_type.cpp	3114	cant_index	cant_index_pointer	30933	primary	
src/ast/ast_infer_type.cpp	3121	unsafe	unsafe_table_safe_index	31034	primary	
src/ast/ast_infer_type.cpp	3125	invalid_index_type	invalid_table_safe_index_type	30253	primary	
src/ast/ast_infer_type.cpp	3135	invalid_index_type	invalid_handle_safe_index_type	30182	primary	
src/ast/ast_infer_type.cpp	3145	invalid_index_type	invalid_index_type	30184	primary	
src/ast/ast_infer_type.cpp	3154	unsafe	unsafe_array_safe_index	31002	primary	
src/ast/ast_infer_type.cpp	3162	cant_index	not_resolved_yet_array_dimension	31301	follow_on	
src/ast/ast_infer_type.cpp	3179	invalid_index_type	invalid_index_type	30184	primary	
src/ast/ast_infer_type.cpp	3184	unsafe	unsafe_pointer_safe_index	31024	primary	
src/ast/ast_infer_type.cpp	3193	unsafe	unsafe_array_safe_index	31002	primary	
src/ast/ast_infer_type.cpp	3197	invalid_index_type	invalid_index_type	30184	primary	
src/ast/ast_infer_type.cpp	3207	unsafe	unsafe_table_safe_index	31034	primary	
src/ast/ast_infer_type.cpp	3212	invalid_index_type	invalid_table_safe_index_type	30253	primary	
src/ast/ast_infer_type.cpp	3217	invalid_index_type	cant_safe_index_table	30946	primary	
src/ast/ast_infer_type.cpp	3226	unsafe	unsafe_fixed_array_safe_index	31011	primary	
src/ast/ast_infer_type.cpp	3230	invalid_index_type	invalid_index_type	30184	primary	
src/ast/ast_infer_type.cpp	3236	cant_index	not_resolved_yet_array_dimension	31301	follow_on	
src/ast/ast_infer_type.cpp	3248	invalid_index_type	invalid_index_type	30184	primary	
src/ast/ast_infer_type.cpp	3257	cant_index	cant_safe_index	30945	primary	
src/ast/ast_infer_type.cpp	3274	malformed_ast	internal_block_missing_return_type	50604	internal	
src/ast/ast_infer_type.cpp	3288	return_or_break_in_finally	invalid_block_finally	30127	primary	
src/ast/ast_infer_type.cpp	3298	variable_not_found	already_declared_block_argument	30701	recategorize	recategorize: variable_not_found - shadowing not lookup miss; should be already_declared_block_argument
src/ast/ast_infer_type.cpp	3308	variable_not_found	already_declared_block_argument	30701	recategorize	recategorize: variable_not_found - shadowing
src/ast/ast_infer_type.cpp	3315	variable_not_found	already_declared_block_argument	30701	recategorize	recategorize: variable_not_found - shadowing
src/ast/ast_infer_type.cpp	3321	variable_not_found	already_declared_block_argument	30701	recategorize	recategorize: variable_not_found - shadowing
src/ast/ast_infer_type.cpp	3331	type_not_found	lookup_block_argument_type	30803	primary	
src/ast/ast_infer_type.cpp	3336	cant_infer_missing_initializer	missing_block_argument_init	30303	primary	
src/ast/ast_infer_type.cpp	3345	invalid_type	invalid_block_argument_type	30124	primary	
src/ast/ast_infer_type.cpp	3352	invalid_type	not_resolved_yet_block_argument_init	31306	follow_on	
src/ast/ast_infer_type.cpp	3359	cant_infer_mismatching_restrictions	invalid_block_argument_init_type	30123	primary	
src/ast/ast_infer_type.cpp	3371	invalid_argument_type	invalid_block_argument_init_type	30123	primary	
src/ast/ast_infer_type.cpp	3375	invalid_argument_type	invalid_block_argument_init_type	30123	primary	
src/ast/ast_infer_type.cpp	3418	invalid_block	invalid_block_break	30125	primary	
src/ast/ast_infer_type.cpp	3422	invalid_block	invalid_block_continue	30126	primary	
src/ast/ast_infer_type.cpp	3441	type_not_found	lookup_block_result_type	30804	primary	
src/ast/ast_infer_type.cpp	3462	invalid_swizzle_mask	invalid_swizzle_type	30247	primary	
src/ast/ast_infer_type.cpp	3468	invalid_swizzle_mask	invalid_swizzle_mask	30246	primary	
src/ast/ast_infer_type.cpp	3515	invalid_type	invalid_as	30113	recategorize	recategorize: invalid_type - actually wrong-construct; should be invalid_as_non_variant
src/ast/ast_infer_type.cpp	3521	cant_get_field	lookup_variant_field	30839	primary	
src/ast/ast_infer_type.cpp	3565	unsafe	unsafe_variant_safe_as	31036	primary	
src/ast/ast_infer_type.cpp	3570	invalid_type	invalid_safe_as	30223	recategorize	recategorize: invalid_type - actually wrong-construct
src/ast/ast_infer_type.cpp	3579	cant_get_field	lookup_variant_field	30839	primary	
src/ast/ast_infer_type.cpp	3625	invalid_type	invalid_is	30190	recategorize	recategorize: invalid_type - actually wrong-construct
src/ast/ast_infer_type.cpp	3631	cant_get_field	lookup_variant_field	30839	primary	
src/ast/ast_infer_type.cpp	3660	cant_get_field	ambiguous_field_lookup	30605	primary	
src/ast/ast_infer_type.cpp	3699	cant_get_field	missing_bitfield_init	30302	primary	
src/ast/ast_infer_type.cpp	3702	cant_get_field	invalid_bitfield	30119	primary	
src/ast/ast_infer_type.cpp	3720	cant_get_field	ambiguous_bitfield	30601	mid_inference	
src/ast/ast_infer_type.cpp	3725	cant_get_field	lookup_bitfield	30802	primary	
src/ast/ast_infer_type.cpp	3743	cant_get_field	ambiguous_field	30604	mid_inference	
src/ast/ast_infer_type.cpp	3746	cant_get_field	lookup_field	30808	mid_inference	vague: clarify what 'X' means
src/ast/ast_infer_type.cpp	3755	cant_get_field	invalid_field_syntax	30153	primary	
src/ast/ast_infer_type.cpp	3770	cant_get_field	cant_get_field_pointer	30929	primary	
src/ast/ast_infer_type.cpp	3792	cant_get_field	lookup_tuple_field	30831	primary	
src/ast/ast_infer_type.cpp	3799	unsafe	unsafe_variant_field	31035	primary	
src/ast/ast_infer_type.cpp	3805	cant_get_field	lookup_variant_field	30839	primary	
src/ast/ast_infer_type.cpp	3819	type_not_found	not_resolved_yet_bitfield_type	31303	follow_on	
src/ast/ast_infer_type.cpp	3825	cant_get_field	lookup_bitfield	30802	primary	
src/ast/ast_infer_type.cpp	3847	cant_get_field	lookup_tuple_field	30831	primary	
src/ast/ast_infer_type.cpp	3854	unsafe	unsafe_variant_field	31035	primary	
src/ast/ast_infer_type.cpp	3860	cant_get_field	lookup_variant_field	30839	primary	
src/ast/ast_infer_type.cpp	3866	cant_get_field	cant_get_field	30928	primary	
src/ast/ast_infer_type.cpp	3878	type_not_found	lookup_field_type	30809	primary	
